iTx iRx chrec frequency/Hz Real{E/H} Imag{E/H}
1 36 Ex 0.25 1.227908e-12 3.851552e-13
1 37 Ex 0.25 1.407755e-12 4.648248e-13
1 38 Ex 0.25 1.619035e-12 5.995399e-13
1 39 Ex 0.25 1.885703e-12 8.481541e-13
1 40 Ex 0.25 2.242890e-12 1.285602e-12
1 41 Ex 0.25 2.778463e-12 2.061576e-12
1 42 Ex 0.25 3.696508e-12 3.450180e-12
1 43 Ex 0.25 5.479831e-12 5.949548e-12
1 44 Ex 0.25 9.277145e-12 1.045172e-11
1 45 Ex 0.25 1.784267e-11 1.853493e-11
1 46 Ex 0.25 3.957627e-11 3.367474e-11
1 47 Ex 0.25 9.746311e-11 6.199088e-11
1 48 Ex 0.25 2.813947e-10 1.189670e-10
1 49 Ex 0.25 1.099415e-09 2.504471e-10
1 50 Ex 0.25 8.124111e-09 6.494415e-10
1 51 Ex 0.25 -8.039819e-08 1.504308e-09
1 52 Ex 0.25 8.160465e-09 6.501124e-10
1 53 Ex 0.25 1.091333e-09 2.481416e-10
1 54 Ex 0.25 2.787161e-10 1.171931e-10
1 55 Ex 0.25 9.684461e-11 6.086713e-11
1 56 Ex 0.25 3.964758e-11 3.303585e-11
1 57 Ex 0.25 1.809908e-11 1.821993e-11
1 58 Ex 0.25 9.527081e-12 1.033055e-11
1 59 Ex 0.25 5.669279e-12 5.935628e-12
1 60 Ex 0.25 3.820278e-12 3.487468e-12
1 61 Ex 0.25 2.848528e-12 2.117080e-12
1 62 Ex 0.25 2.274634e-12 1.342273e-12
1 63 Ex 0.25 1.892279e-12 8.983685e-13
1 64 Ex 0.25 1.610218e-12 6.407969e-13
1 65 Ex 0.25 1.390832e-12 4.973261e-13
1 66 Ex 0.25 1.206930e-12 4.101078e-13
1 67 Ex 0.25 1.051063e-12 3.584571e-13
1 68 Ex 0.25 9.153344e-13 3.251475e-13
1 69 Ex 0.25 7.981264e-13 3.032417e-13
1 70 Ex 0.25 6.945350e-13 2.865466e-13
1 71 Ex 0.25 6.035561e-13 2.727829e-13
1 72 Ex 0.25 5.244404e-13 2.604519e-13
1 73 Ex 0.25 4.546237e-13 2.485902e-13
1 74 Ex 0.25 3.931204e-13 2.368416e-13
1 75 Ex 0.25 3.390573e-13 2.250602e-13
1 76 Ex 0.25 2.916438e-13 2.132123e-13
1 77 Ex 0.25 2.500959e-13 2.013402e-13
1 78 Ex 0.25 2.137566e-13 1.895155e-13
1 79 Ex 0.25 1.820177e-13 1.778213e-13
1 80 Ex 0.25 1.543382e-13 1.663373e-13
1 81 Ex 0.25 1.302192e-13 1.551397e-13
1 82 Ex 0.25 1.092248e-13 1.442856e-13
1 83 Ex 0.25 9.096633e-14 1.338224e-13
1 84 Ex 0.25 7.510616e-14 1.237854e-13
1 85 Ex 0.25 6.133807e-14 1.141936e-13
1 86 Ex 0.25 4.939424e-14 1.050557e-13
1 87 Ex 0.25 3.905054e-14 9.637398e-14
1 88 Ex 0.25 3.048411e-14 8.829123e-14
1 89 Ex 0.25 2.312584e-14 8.068745e-14
1 90 Ex 0.25 1.678803e-14 7.352821e-14
1 91 Ex 0.25 1.134325e-14 6.679076e-14
1 92 Ex 0.25 6.909692e-15 6.059170e-14
1 93 Ex 0.25 3.254798e-15 5.486873e-14
1 94 Ex 0.25 1.381473e-16 4.951028e-14
1 95 Ex 0.25 -2.449397e-15 4.453508e-14
1 96 Ex 0.25 -4.382809e-15 4.007371e-14
1 97 Ex 0.25 -6.009703e-15 3.589171e-14
1 98 Ex 0.25 -7.317058e-15 3.200879e-14
1 99 Ex 0.25 -8.195589e-15 2.858918e-14
1 100 Ex 0.25 -8.906962e-15 2.537554e-14
1 101 Ex 0.25 -9.379375e-15 2.246674e-14
1 1 Ey 0.25 3.719003e-17 -4.434002e-17
1 2 Ey 0.25 3.786605e-17 -5.262189e-17
1 3 Ey 0.25 3.814467e-17 -6.185847e-17
1 4 Ey 0.25 3.761566e-17 -7.271982e-17
1 5 Ey 0.25 3.655940e-17 -8.450976e-17
1 6 Ey 0.25 3.462627e-17 -9.776530e-17
1 7 Ey 0.25 3.136054e-17 -1.130311e-16
1 8 Ey 0.25 2.705979e-17 -1.297795e-16
1 9 Ey 0.25 2.138269e-17 -1.484506e-16
1 10 Ey 0.25 1.324519e-17 -1.699338e-16
1 11 Ey 0.25 3.113864e-18 -1.935327e-16
1 12 Ey 0.25 -9.318293e-18 -2.194380e-16
1 13 Ey 0.25 -2.502716e-17 -2.482958e-16
1 14 Ey 0.25 -4.516682e-17 -2.812044e-16
1 15 Ey 0.25 -6.948512e-17 -3.174634e-16
1 16 Ey 0.25 -9.874268e-17 -3.575385e-16
1 17 Ey 0.25 -1.339372e-16 -4.021375e-16
1 18 Ey 0.25 -1.765885e-16 -4.523618e-16
1 19 Ey 0.25 -2.289346e-16 -5.090541e-16
1 20 Ey 0.25 -2.918396e-16 -5.732474e-16
1 21 Ey 0.25 -3.669760e-16 -6.457571e-16
1 22 Ey 0.25 -4.566553e-16 -7.281602e-16
1 23 Ey 0.25 -5.636681e-16 -8.225533e-16
1 24 Ey 0.25 -6.914475e-16 -9.318919e-16
1 25 Ey 0.25 -8.431086e-16 -1.059371e-15
1 26 Ey 0.25 -1.023856e-15 -1.210841e-15
1 27 Ey 0.25 -1.238824e-15 -1.394114e-15
1 28 Ey 0.25 -1.493799e-15 -1.619676e-15
1 29 Ey 0.25 -1.795694e-15 -1.903369e-15
1 30 Ey 0.25 -2.167502e-15 -2.286624e-15
1 31 Ey 0.25 -2.615540e-15 -2.800926e-15
1 32 Ey 0.25 -3.167277e-15 -3.508190e-15
1 33 Ey 0.25 -3.861749e-15 -4.499993e-15
1 34 Ey 0.25 -4.825152e-15 -6.017046e-15
1 35 Ey 0.25 -6.149716e-15 -8.208508e-15
1 36 Ey 0.25 -8.167713e-15 -1.157243e-14
1 37 Ey 0.25 -1.131799e-14 -1.662160e-14
1 38 Ey 0.25 -1.669102e-14 -2.451457e-14
1 39 Ey 0.25 -2.575884e-14 -3.644591e-14
1 40 Ey 0.25 -4.192304e-14 -5.495965e-14
1 41 Ey 0.25 -7.191979e-14 -8.411151e-14
1 42 Ey 0.25 -1.280476e-13 -1.297999e-13
1 43 Ey 0.25 -2.364301e-13 -2.024602e-13
1 44 Ey 0.25 -4.556127e-13 -3.208176e-13
1 45 Ey 0.25 -9.469628e-13 -5.254435e-13
1 46 Ey 0.25 -2.106862e-12 -8.884640e-13
1 47 Ey 0.25 -5.506359e-12 -1.621713e-12
1 48 Ey 0.25 -1.815097e-11 -3.329190e-12
1 49 Ey 0.25 -9.337067e-11 -8.633885e-12
1 50 Ey 0.25 -1.309543e-09 -3.749376e-11
1 51 Ey 0.25 3.825098e-11 2.417380e-12
1 52 Ey 0.25 1.316257e-09 3.671730e-11
1 53 Ey 0.25 9.315631e-11 8.333422e-12
1 54 Ey 0.25 1.813139e-11 3.204730e-12
1 55 Ey 0.25 5.529697e-12 1.567067e-12
1 56 Ey 0.25 2.132009e-12 8.651454e-13
1 57 Ey 0.25 9.661484e-13 5.167020e-13
1 58 Ey 0.25 4.686129e-13 3.189631e-13
1 59 Ey 0.25 2.447162e-13 2.035255e-13
1 60 Ey 0.25 1.330378e-13 1.318791e-13
1 61 Ey 0.25 7.474099e-14 8.632748e-14
1 62 Ey 0.25 4.335302e-14 5.691876e-14
1 63 Ey 0.25 2.637465e-14 3.803684e-14
1 64 Ey 0.25 1.683301e-14 2.573650e-14
1 65 Ey 0.25 1.120000e-14 1.752621e-14
1 66 Ey 0.25 7.934809e-15 1.222821e-14
1 67 Ey 0.25 5.867516e-15 8.671109e-15
1 68 Ey 0.25 4.543694e-15 6.341188e-15
1 69 Ey 0.25 3.597728e-15 4.720961e-15
1 70 Ey 0.25 2.929898e-15 3.659185e-15
1 71 Ey 0.25 2.407440e-15 2.902836e-15
1 72 Ey 0.25 1.985530e-15 2.352813e-15
1 73 Ey 0.25 1.639270e-15 1.945576e-15
1 74 Ey 0.25 1.358327e-15 1.645734e-15
1 75 Ey 0.25 1.120725e-15 1.408157e-15
1 76 Ey 0.25 9.217462e-16 1.217147e-15
1 77 Ey 0.25 7.538899e-16 1.059714e-15
1 78 Ey 0.25 6.133647e-16 9.281661e-16
1 79 Ey 0.25 4.954064e-16 8.160114e-16
1 80 Ey 0.25 3.964455e-16 7.189786e-16
1 81 Ey 0.25 3.139442e-16 6.346309e-16
1 82 Ey 0.25 2.451039e-16 5.606610e-16
1 83 Ey 0.25 1.879154e-16 4.956923e-16
1 84 Ey 0.25 1.404469e-16 4.382589e-16
1 85 Ey 0.25 1.023154e-16 3.880751e-16
1 86 Ey 0.25 7.090487e-17 3.429540e-16
1 87 Ey 0.25 4.510252e-17 3.027136e-16
1 88 Ey 0.25 2.397582e-17 2.666980e-16
1 89 Ey 0.25 6.734109e-18 2.342171e-16
1 90 Ey 0.25 -6.513142e-18 2.054978e-16
1 91 Ey 0.25 -1.668567e-17 1.801009e-16
1 92 Ey 0.25 -2.475529e-17 1.570129e-16
1 93 Ey 0.25 -3.102617e-17 1.359663e-16
1 94 Ey 0.25 -3.508126e-17 1.179270e-16
1 95 Ey 0.25 -3.794471e-17 1.017361e-16
1 96 Ey 0.25 -3.991581e-17 8.700732e-17
1 97 Ey 0.25 -4.074847e-17 7.436158e-17
1 98 Ey 0.25 -4.083557e-17 6.320377e-17
1 99 Ey 0.25 -4.047991e-17 5.298717e-17
1 100 Ey 0.25 -3.946949e-17 4.441137e-17
1 101 Ey 0.25 -3.813953e-17 3.675927e-17
1 1 Hx 0.25 -1.383754e-14 2.053819e-14
1 2 Hx 0.25 -1.518253e-14 2.308260e-14
1 3 Hx 0.25 -1.663006e-14 2.596777e-14
1 4 Hx 0.25 -1.826835e-14 2.954024e-14
1 5 Hx 0.25 -2.000129e-14 3.352276e-14
1 6 Hx 0.25 -2.187386e-14 3.816418e-14
1 7 Hx 0.25 -2.391199e-14 4.372660e-14
1 8 Hx 0.25 -2.598131e-14 4.997857e-14
1 9 Hx 0.25 -2.803217e-14 5.713161e-14
1 10 Hx 0.25 -3.021292e-14 6.587340e-14
1 11 Hx 0.25 -3.244481e-14 7.589202e-14
1 12 Hx 0.25 -3.471559e-14 8.738676e-14
1 13 Hx 0.25 -3.700538e-14 1.009963e-13
1 14 Hx 0.25 -3.920553e-14 1.172796e-13
1 15 Hx 0.25 -4.127548e-14 1.361611e-13
1 16 Hx 0.25 -4.315148e-14 1.580994e-13
1 17 Hx 0.25 -4.475481e-14 1.836547e-13
1 18 Hx 0.25 -4.598997e-14 2.136534e-13
1 19 Hx 0.25 -4.659465e-14 2.496884e-13
1 20 Hx 0.25 -4.652731e-14 2.920776e-13
1 21 Hx 0.25 -4.560710e-14 3.421472e-13
1 22 Hx 0.25 -4.365635e-14 4.015966e-13
1 23 Hx 0.25 -4.050943e-14 4.725486e-13
1 24 Hx 0.25 -3.599799e-14 5.577897e-13
1 25 Hx 0.25 -2.999442e-14 6.609747e-13
1 26 Hx 0.25 -2.242945e-14 7.869392e-13
1 27 Hx 0.25 -1.314465e-14 9.421880e-13
1 28 Hx 0.25 -2.048615e-15 1.135541e-12
1 29 Hx 0.25 1.125077e-14 1.379280e-12
1 30 Hx 0.25 2.832370e-14 1.701528e-12
1 31 Hx 0.25 5.144965e-14 2.121695e-12
1 32 Hx 0.25 8.576552e-14 2.674784e-12
1 33 Hx 0.25 1.414918e-13 3.411508e-12
1 34 Hx 0.25 2.490878e-13 4.459713e-12
1 35 Hx 0.25 4.410925e-13 5.881230e-12
1 36 Hx 0.25 8.148134e-13 7.908881e-12
1 37 Hx 0.25 1.501636e-12 1.075338e-11
1 38 Hx 0.25 2.823493e-12 1.488765e-11
1 39 Hx 0.25 5.202157e-12 2.074003e-11
1 40 Hx 0.25 9.567893e-12 2.920788e-11
1 41 Hx 0.25 1.766314e-11 4.157661e-11
1 42 Hx 0.25 3.238038e-11 5.944806e-11
1 43 Hx 0.25 5.931786e-11 8.532332e-11
1 44 Hx 0.25 1.095338e-10 1.229205e-10
1 45 Hx 0.25 2.090783e-10 1.786882e-10
1 46 Hx 0.25 4.097112e-10 2.606133e-10
1 47 Hx 0.25 8.759763e-10 3.870030e-10
1 48 Hx 0.25 2.133749e-09 5.905283e-10
1 49 Hx 0.25 6.722553e-09 9.558240e-10
1 50 Hx 0.25 3.597422e-08 1.715143e-09
1 51 Hx 0.25 8.239344e-10 -4.352385e-11
1 52 Hx 0.25 -3.545695e-08 -1.726511e-09
1 53 Hx 0.25 -6.694660e-09 -9.610441e-10
1 54 Hx 0.25 -2.130832e-09 -5.926103e-10
1 55 Hx 0.25 -8.771515e-10 -3.878728e-10
1 56 Hx 0.25 -4.115435e-10 -2.610487e-10
1 57 Hx 0.25 -2.107137e-10 -1.790049e-10
1 58 Hx 0.25 -1.108013e-10 -1.232234e-10
1 59 Hx 0.25 -6.022272e-11 -8.562892e-11
1 60 Hx 0.25 -3.298630e-11 -5.974581e-11
1 61 Hx 0.25 -1.803942e-11 -4.184885e-11
1 62 Hx 0.25 -9.776946e-12 -2.944129e-11
1 63 Hx 0.25 -5.297223e-12 -2.092831e-11
1 64 Hx 0.25 -2.844905e-12 -1.503103e-11
1 65 Hx 0.25 -1.477661e-12 -1.085559e-11
1 66 Hx 0.25 -7.667501e-13 -7.975945e-12
1 67 Hx 0.25 -3.823502e-13 -5.919714e-12
1 68 Hx 0.25 -1.887905e-13 -4.476473e-12
1 69 Hx 0.25 -8.463543e-14 -3.412082e-12
1 70 Hx 0.25 -3.525257e-14 -2.664601e-12
1 71 Hx 0.25 -8.151638e-15 -2.104366e-12
1 72 Hx 0.25 7.507270e-15 -1.680035e-12
1 73 Hx 0.25 1.756807e-14 -1.355807e-12
1 74 Hx 0.25 2.483083e-14 -1.111658e-12
1 75 Hx 0.25 3.056437e-14 -9.190013e-13
1 76 Hx 0.25 3.536351e-14 -7.650423e-13
1 77 Hx 0.25 3.922185e-14 -6.407381e-13
1 78 Hx 0.25 4.225617e-14 -5.393542e-13
1 79 Hx 0.25 4.439807e-14 -4.560218e-13
1 80 Hx 0.25 4.567570e-14 -3.870427e-13
1 81 Hx 0.25 4.620107e-14 -3.295112e-13
1 82 Hx 0.25 4.607603e-14 -2.812379e-13
1 83 Hx 0.25 4.541222e-14 -2.404907e-13
1 84 Hx 0.25 4.433790e-14 -2.059654e-13
1 85 Hx 0.25 4.282492e-14 -1.772988e-13
1 86 Hx 0.25 4.107935e-14 -1.529787e-13
1 87 Hx 0.25 3.918062e-14 -1.321333e-13
1 88 Hx 0.25 3.719001e-14 -1.142031e-13
1 89 Hx 0.25 3.514984e-14 -9.874754e-14
1 90 Hx 0.25 3.307303e-14 -8.585221e-14
1 91 Hx 0.25 3.105504e-14 -7.495523e-14
1 92 Hx 0.25 2.910193e-14 -6.545225e-14
1 93 Hx 0.25 2.722076e-14 -5.715119e-14
1 94 Hx 0.25 2.548661e-14 -5.031128e-14
1 95 Hx 0.25 2.368856e-14 -4.434152e-14
1 96 Hx 0.25 2.189363e-14 -3.902601e-14
1 97 Hx 0.25 2.024499e-14 -3.455253e-14
1 98 Hx 0.25 1.872518e-14 -3.068459e-14
1 99 Hx 0.25 1.729189e-14 -2.719112e-14
1 100 Hx 0.25 1.602991e-14 -2.431567e-14
1 101 Hx 0.25 1.485581e-14 -2.175305e-14
1 1 Hy 0.25 3.182565e-11 -2.121512e-11
1 2 Hy 0.25 3.418359e-11 -2.524341e-11
1 3 Hy 0.25 3.658294e-11 -2.987682e-11
1 4 Hy 0.25 3.900445e-11 -3.492467e-11
1 5 Hy 0.25 4.142194e-11 -4.095643e-11
1 6 Hy 0.25 4.379086e-11 -4.766883e-11
1 7 Hy 0.25 4.610674e-11 -5.502549e-11
1 8 Hy 0.25 4.823897e-11 -6.366233e-11
1 9 Hy 0.25 5.017657e-11 -7.329817e-11
1 10 Hy 0.25 5.189510e-11 -8.392208e-11
1 11 Hy 0.25 5.325407e-11 -9.591842e-11
1 12 Hy 0.25 5.406758e-11 -1.096088e-10
1 13 Hy 0.25 5.435049e-11 -1.247381e-10
1 14 Hy 0.25 5.399004e-11 -1.414714e-10
1 15 Hy 0.25 5.281879e-11 -1.600520e-10
1 16 Hy 0.25 5.035942e-11 -1.812441e-10
1 17 Hy 0.25 4.666026e-11 -2.047028e-10
1 18 Hy 0.25 4.148632e-11 -2.306867e-10
1 19 Hy 0.25 3.454910e-11 -2.594891e-10
1 20 Hy 0.25 2.551025e-11 -2.914403e-10
1 21 Hy 0.25 1.398716e-11 -3.269112e-10
1 22 Hy 0.25 -4.677142e-13 -3.663229e-10
1 23 Hy 0.25 -1.836071e-11 -4.101574e-10
1 24 Hy 0.25 -4.027850e-11 -4.589727e-10
1 25 Hy 0.25 -6.686449e-11 -5.134231e-10
1 26 Hy 0.25 -9.884364e-11 -5.742914e-10
1 27 Hy 0.25 -1.370177e-10 -6.425319e-10
1 28 Hy 0.25 -1.823087e-10 -7.193378e-10
1 29 Hy 0.25 -2.357096e-10 -8.062058e-10
1 30 Hy 0.25 -2.983579e-10 -9.050583e-10
1 31 Hy 0.25 -3.715802e-10 -1.018382e-09
1 32 Hy 0.25 -4.588114e-10 -1.152269e-09
1 33 Hy 0.25 -5.617484e-10 -1.310866e-09
1 34 Hy 0.25 -6.828101e-10 -1.499532e-09
1 35 Hy 0.25 -8.309309e-10 -1.734598e-09
1 36 Hy 0.25 -1.011702e-09 -2.025628e-09
1 37 Hy 0.25 -1.242739e-09 -2.399161e-09
1 38 Hy 0.25 -1.541422e-09 -2.875596e-09
1 39 Hy 0.25 -1.959599e-09 -3.512534e-09
1 40 Hy 0.25 -2.552760e-09 -4.349646e-09
1 41 Hy 0.25 -3.431592e-09 -5.460186e-09
1 42 Hy 0.25 -4.787804e-09 -6.939558e-09
1 43 Hy 0.25 -6.956876e-09 -8.906341e-09
1 44 Hy 0.25 -1.053679e-08 -1.150223e-08
1 45 Hy 0.25 -1.662842e-08 -1.489462e-08
1 46 Hy 0.25 -2.789699e-08 -1.937088e-08
1 47 Hy 0.25 -4.987291e-08 -2.525855e-08
1 48 Hy 0.25 -9.941805e-08 -3.333881e-08
1 49 Hy 0.25 -2.429744e-07 -4.556256e-08
1 50 Hy 0.25 -9.976702e-07 -6.979112e-08
1 51 Hy 0.25 -1.197102e-05 -1.446311e-07
1 52 Hy 0.25 -9.834393e-07 -6.936683e-08
1 53 Hy 0.25 -2.420574e-07 -4.584593e-08
1 54 Hy 0.25 -9.942099e-08 -3.379701e-08
1 55 Hy 0.25 -5.002346e-08 -2.571848e-08
1 56 Hy 0.25 -2.803831e-08 -1.976443e-08
1 57 Hy 0.25 -1.672052e-08 -1.520259e-08
1 58 Hy 0.25 -1.057936e-08 -1.172886e-08
1 59 Hy 0.25 -6.961996e-09 -9.065206e-09
1 60 Hy 0.25 -4.768540e-09 -7.046107e-09
1 61 Hy 0.25 -3.398295e-09 -5.528264e-09
1 62 Hy 0.25 -2.512519e-09 -4.390225e-09
1 63 Hy 0.25 -1.916877e-09 -3.533738e-09
1 64 Hy 0.25 -1.498901e-09 -2.883240e-09
1 65 Hy 0.25 -1.202055e-09 -2.397733e-09
1 66 Hy 0.25 -9.735925e-10 -2.017884e-09
1 67 Hy 0.25 -7.957795e-10 -1.722668e-09
1 68 Hy 0.25 -6.507133e-10 -1.484799e-09
1 69 Hy 0.25 -5.326611e-10 -1.294425e-09
1 70 Hy 0.25 -4.326115e-10 -1.134788e-09
1 71 Hy 0.25 -3.480969e-10 -1.000378e-09
1 72 Hy 0.25 -2.773881e-10 -8.869251e-10
1 73 Hy 0.25 -2.170676e-10 -7.881919e-10
1 74 Hy 0.25 -1.658112e-10 -7.016260e-10
1 75 Hy 0.25 -1.224889e-10 -6.252574e-10
1 76 Hy 0.25 -8.611606e-11 -5.575541e-10
1 77 Hy 0.25 -5.578064e-11 -4.972887e-10
1 78 Hy 0.25 -3.069179e-11 -4.434882e-10
1 79 Hy 0.25 -1.013437e-11 -3.953534e-10
1 80 Hy 0.25 6.525349e-12 -3.522198e-10
1 81 Hy 0.25 1.986430e-11 -3.135177e-10
1 82 Hy 0.25 3.038054e-11 -2.787586e-10
1 83 Hy 0.25 3.851313e-11 -2.475156e-10
1 84 Hy 0.25 4.463780e-11 -2.194138e-10
1 85 Hy 0.25 4.908417e-11 -1.941186e-10
1 86 Hy 0.25 5.213259e-11 -1.713328e-10
1 87 Hy 0.25 5.401237e-11 -1.507969e-10
1 88 Hy 0.25 5.468780e-11 -1.328470e-10
1 89 Hy 0.25 5.461333e-11 -1.167220e-10
1 90 Hy 0.25 5.394848e-11 -1.021788e-10
1 91 Hy 0.25 5.280081e-11 -8.905263e-11
1 92 Hy 0.25 5.116479e-11 -7.759046e-11
1 93 Hy 0.25 4.921608e-11 -6.747251e-11
1 94 Hy 0.25 4.708306e-11 -5.831987e-11
1 95 Hy 0.25 4.479128e-11 -5.014161e-11
1 96 Hy 0.25 4.235658e-11 -4.320940e-11
1 97 Hy 0.25 3.989006e-11 -3.690175e-11
1 98 Hy 0.25 3.739753e-11 -3.125345e-11
1 99 Hy 0.25 3.493268e-11 -2.655418e-11
1 100 Hy 0.25 3.250292e-11 -2.225314e-11
1 101 Hy 0.25 3.013329e-11 -1.853295e-11
