iTx iRx chrec frequency/Hz Real{E/H} Imag{E/H}
1 62 Ex 0.25 2.289917e-12 1.369457e-12
1 63 Ex 0.25 1.906646e-12 9.309286e-13
1 64 Ex 0.25 1.617113e-12 6.631085e-13
1 65 Ex 0.25 1.395710e-12 5.165750e-13
1 66 Ex 0.25 1.210360e-12 4.262905e-13
1 67 Ex 0.25 1.051964e-12 3.702740e-13
1 68 Ex 0.25 9.157572e-13 3.351275e-13
1 69 Ex 0.25 7.980124e-13 3.116405e-13
1 70 Ex 0.25 6.946582e-13 2.938609e-13
1 71 Ex 0.25 6.038407e-13 2.791367e-13
1 72 Ex 0.25 5.240155e-13 2.659187e-13
1 73 Ex 0.25 4.538493e-13 2.533589e-13
1 74 Ex 0.25 3.921674e-13 2.410279e-13
1 75 Ex 0.25 3.379074e-13 2.287425e-13
1 76 Ex 0.25 2.901629e-13 2.164538e-13
1 77 Ex 0.25 2.489518e-13 2.041877e-13
1 78 Ex 0.25 2.129925e-13 1.920239e-13
1 79 Ex 0.25 1.813517e-13 1.800282e-13
1 80 Ex 0.25 1.534588e-13 1.682548e-13
1 81 Ex 0.25 1.288302e-13 1.567402e-13
1 82 Ex 0.25 1.081476e-13 1.456767e-13
1 83 Ex 0.25 9.007354e-14 1.350381e-13
1 84 Ex 0.25 7.402788e-14 1.247726e-13
1 85 Ex 0.25 6.023339e-14 1.149764e-13
1 86 Ex 0.25 4.872217e-14 1.057981e-13
1 87 Ex 0.25 3.841104e-14 9.699193e-14
1 88 Ex 0.25 2.971446e-14 8.872735e-14
1 89 Ex 0.25 2.247978e-14 8.106275e-14
1 90 Ex 0.25 1.593842e-14 7.369687e-14
1 91 Ex 0.25 1.087300e-14 6.705783e-14
1 92 Ex 0.25 6.366732e-15 6.074818e-14
1 93 Ex 0.25 2.660135e-15 5.490960e-14
1 94 Ex 0.25 -3.253225e-16 4.957587e-14
1 95 Ex 0.25 -2.931697e-15 4.450753e-14
1 96 Ex 0.25 -4.805140e-15 4.005141e-14
1 97 Ex 0.25 -6.532944e-15 3.571694e-14
1 98 Ex 0.25 -7.624396e-15 3.201788e-14
1 99 Ex 0.25 -8.679127e-15 2.835549e-14
1 100 Ex 0.25 -9.227999e-15 2.530361e-14
1 101 Ex 0.25 -9.769985e-15 2.226004e-14
1 1 Ey 0.25 -5.569961e-17 9.971060e-17
1 2 Ey 0.25 -5.619273e-17 1.138744e-16
1 3 Ey 0.25 -5.491006e-17 1.320537e-16
1 4 Ey 0.25 -5.358304e-17 1.503111e-16
1 5 Ey 0.25 -4.955531e-17 1.733225e-16
1 6 Ey 0.25 -4.519597e-17 1.968562e-16
1 7 Ey 0.25 -3.760113e-17 2.254855e-16
1 8 Ey 0.25 -2.874040e-17 2.557182e-16
1 9 Ey 0.25 -1.583950e-17 2.910684e-16
1 10 Ey 0.25 2.316895e-19 3.299706e-16
1 11 Ey 0.25 2.016933e-17 3.732051e-16
1 12 Ey 0.25 4.678444e-17 4.231149e-16
1 13 Ey 0.25 7.666405e-17 4.762264e-16
1 14 Ey 0.25 1.175014e-16 5.393898e-16
1 15 Ey 0.25 1.652663e-16 6.083658e-16
1 16 Ey 0.25 2.211250e-16 6.841333e-16
1 17 Ey 0.25 2.942899e-16 7.733319e-16
1 18 Ey 0.25 3.790787e-16 8.711900e-16
1 19 Ey 0.25 4.774167e-16 9.790747e-16
1 20 Ey 0.25 6.041413e-16 1.107317e-15
1 21 Ey 0.25 7.526923e-16 1.250886e-15
1 22 Ey 0.25 9.269473e-16 1.412555e-15
1 23 Ey 0.25 1.132914e-15 1.596637e-15
1 24 Ey 0.25 1.389830e-15 1.818092e-15
1 25 Ey 0.25 1.693533e-15 2.076393e-15
1 26 Ey 0.25 2.053182e-15 2.382350e-15
1 27 Ey 0.25 2.480036e-15 2.751685e-15
1 28 Ey 0.25 2.988133e-15 3.207989e-15
1 29 Ey 0.25 3.595563e-15 3.787594e-15
1 30 Ey 0.25 4.326941e-15 4.547295e-15
1 31 Ey 0.25 5.218632e-15 5.576174e-15
1 32 Ey 0.25 6.328413e-15 7.013823e-15
1 33 Ey 0.25 7.753415e-15 9.076282e-15
1 34 Ey 0.25 9.661381e-15 1.209275e-14
1 35 Ey 0.25 1.234262e-14 1.655512e-14
1 36 Ey 0.25 1.629289e-14 2.318386e-14
1 37 Ey 0.25 2.266174e-14 3.343716e-14
1 38 Ey 0.25 3.347144e-14 4.941033e-14
1 39 Ey 0.25 5.133350e-14 7.318415e-14
1 40 Ey 0.25 8.484702e-14 1.114460e-13
1 41 Ey 0.25 1.429607e-13 1.688490e-13
1 42 Ey 0.25 2.572338e-13 2.622123e-13
1 43 Ey 0.25 4.780413e-13 4.103523e-13
1 44 Ey 0.25 9.263832e-13 6.519799e-13
1 45 Ey 0.25 1.905590e-12 1.062459e-12
1 46 Ey 0.25 4.253442e-12 1.797449e-12
1 47 Ey 0.25 1.098160e-11 3.256598e-12
1 48 Ey 0.25 3.525915e-11 6.589608e-12
1 49 Ey 0.25 1.752782e-10 1.666605e-11
1 50 Ey 0.25 1.983391e-09 6.375432e-11
1 51 Ey 0.25 -1.520915e-10 -5.364831e-12
1 52 Ey 0.25 -2.035557e-09 -6.310369e-11
1 53 Ey 0.25 -1.755172e-10 -1.599065e-11
1 54 Ey 0.25 -3.527458e-11 -6.287003e-12
1 55 Ey 0.25 -1.105285e-11 -3.119875e-12
1 56 Ey 0.25 -4.321676e-12 -1.738542e-12
1 57 Ey 0.25 -1.956553e-12 -1.040671e-12
1 58 Ey 0.25 -9.607993e-13 -6.476568e-13
1 59 Ey 0.25 -4.998676e-13 -4.135405e-13
1 60 Ey 0.25 -2.702869e-13 -2.679818e-13
1 61 Ey 0.25 -1.502170e-13 -1.748960e-13
1 62 Ey 0.25 -8.857428e-14 -1.167313e-13
1 63 Ey 0.25 -5.284488e-14 -7.745273e-14
1 64 Ey 0.25 -3.378005e-14 -5.268449e-14
1 65 Ey 0.25 -2.229468e-14 -3.584929e-14
1 66 Ey 0.25 -1.562024e-14 -2.491758e-14
1 67 Ey 0.25 -1.156953e-14 -1.777864e-14
1 68 Ey 0.25 -8.892741e-15 -1.293864e-14
1 69 Ey 0.25 -7.039749e-15 -9.648484e-15
1 70 Ey 0.25 -5.693455e-15 -7.394001e-15
1 71 Ey 0.25 -4.666395e-15 -5.823539e-15
1 72 Ey 0.25 -3.852120e-15 -4.703586e-15
1 73 Ey 0.25 -3.189764e-15 -3.882069e-15
1 74 Ey 0.25 -2.641464e-15 -3.260209e-15
1 75 Ey 0.25 -2.183621e-15 -2.775113e-15
1 76 Ey 0.25 -1.799204e-15 -2.386078e-15
1 77 Ey 0.25 -1.475418e-15 -2.066573e-15
1 78 Ey 0.25 -1.202207e-15 -1.798950e-15
1 79 Ey 0.25 -9.713548e-16 -1.571104e-15
1 80 Ey 0.25 -7.867519e-16 -1.383067e-15
1 81 Ey 0.25 -6.311823e-16 -1.219031e-15
1 82 Ey 0.25 -4.990632e-16 -1.074097e-15
1 83 Ey 0.25 -3.867996e-16 -9.451415e-16
1 84 Ey 0.25 -3.003575e-16 -8.370471e-16
1 85 Ey 0.25 -2.262921e-16 -7.396458e-16
1 86 Ey 0.25 -1.628256e-16 -6.514346e-16
1 87 Ey 0.25 -1.149623e-16 -5.770592e-16
1 88 Ey 0.25 -7.436348e-17 -5.094788e-16
1 89 Ey 0.25 -3.998213e-17 -4.477140e-16
1 90 Ey 0.25 -1.537735e-17 -3.962754e-16
1 91 Ey 0.25 6.347238e-18 -3.480851e-16
1 92 Ey 0.25 2.220021e-17 -3.066441e-16
1 93 Ey 0.25 3.467099e-17 -2.694343e-16
1 94 Ey 0.25 4.436857e-17 -2.356940e-16
1 95 Ey 0.25 5.063492e-17 -2.071076e-16
1 96 Ey 0.25 5.582617e-17 -1.801362e-16
1 97 Ey 0.25 5.831662e-17 -1.580896e-16
1 98 Ey 0.25 6.053027e-17 -1.365477e-16
1 99 Ey 0.25 6.051680e-17 -1.195920e-16
1 100 Ey 0.25 6.046678e-17 -1.027115e-16
1 101 Ey 0.25 5.906535e-17 -8.974000e-17
1 1 Hx 0.25 -4.413744e-14 4.238343e-14
1 2 Hx 0.25 -4.825332e-14 4.860488e-14
1 3 Hx 0.25 -5.318860e-14 5.697778e-14
1 4 Hx 0.25 -5.813780e-14 6.539605e-14
1 5 Hx 0.25 -6.393488e-14 7.657800e-14
1 6 Hx 0.25 -6.980362e-14 8.809629e-14
1 7 Hx 0.25 -7.637151e-14 1.028964e-13
1 8 Hx 0.25 -8.311731e-14 1.188118e-13
1 9 Hx 0.25 -9.043092e-14 1.382864e-13
1 10 Hx 0.25 -9.801148e-14 1.604488e-13
1 11 Hx 0.25 -1.059176e-13 1.858893e-13
1 12 Hx 0.25 -1.141202e-13 2.167780e-13
1 13 Hx 0.25 -1.224404e-13 2.503116e-13
1 14 Hx 0.25 -1.308457e-13 2.925122e-13
1 15 Hx 0.25 -1.391356e-13 3.400529e-13
1 16 Hx 0.25 -1.472907e-13 3.938329e-13
1 17 Hx 0.25 -1.548170e-13 4.606508e-13
1 18 Hx 0.25 -1.618229e-13 5.361709e-13
1 19 Hx 0.25 -1.682041e-13 6.218244e-13
1 20 Hx 0.25 -1.728604e-13 7.290295e-13
1 21 Hx 0.25 -1.763463e-13 8.529942e-13
1 22 Hx 0.25 -1.784952e-13 9.970373e-13
1 23 Hx 0.25 -1.790524e-13 1.166363e-12
1 24 Hx 0.25 -1.775391e-13 1.378595e-12
1 25 Hx 0.25 -1.747715e-13 1.633060e-12
1 26 Hx 0.25 -1.711488e-13 1.941548e-12
1 27 Hx 0.25 -1.673639e-13 2.320318e-12
1 28 Hx 0.25 -1.644067e-13 2.792245e-12
1 29 Hx 0.25 -1.633433e-13 3.390070e-12
1 30 Hx 0.25 -1.646228e-13 4.161045e-12
1 31 Hx 0.25 -1.662065e-13 5.173991e-12
1 32 Hx 0.25 -1.600353e-13 6.528753e-12
1 33 Hx 0.25 -1.251567e-13 8.369547e-12
1 34 Hx 0.25 -1.607885e-14 1.090242e-11
1 35 Hx 0.25 2.564733e-13 1.441779e-11
1 36 Hx 0.25 8.552285e-13 1.931861e-11
1 37 Hx 0.25 2.159877e-12 2.639544e-11
1 38 Hx 0.25 4.853923e-12 3.669780e-11
1 39 Hx 0.25 9.817403e-12 5.114561e-11
1 40 Hx 0.25 1.981237e-11 7.277683e-11
1 41 Hx 0.25 3.753332e-11 1.032277e-10
1 42 Hx 0.25 7.203594e-11 1.487888e-10
1 43 Hx 0.25 1.359251e-10 2.147450e-10
1 44 Hx 0.25 2.563004e-10 3.108445e-10
1 45 Hx 0.25 4.909163e-10 4.520209e-10
1 46 Hx 0.25 9.699740e-10 6.611733e-10
1 47 Hx 0.25 2.056622e-09 9.805048e-10
1 48 Hx 0.25 4.887783e-09 1.488615e-09
1 49 Hx 0.25 1.460712e-08 2.369913e-09
1 50 Hx 0.25 6.325750e-08 3.893446e-09
1 51 Hx 0.25 4.121533e-09 -8.922346e-11
1 52 Hx 0.25 -6.163583e-08 -3.931394e-09
1 53 Hx 0.25 -1.456003e-08 -2.390785e-09
1 54 Hx 0.25 -4.887559e-09 -1.496998e-09
1 55 Hx 0.25 -2.062934e-09 -9.840628e-10
1 56 Hx 0.25 -9.768174e-10 -6.629731e-10
1 57 Hx 0.25 -4.966870e-10 -4.532724e-10
1 58 Hx 0.25 -2.606998e-10 -3.119654e-10
1 59 Hx 0.25 -1.390651e-10 -2.158333e-10
1 60 Hx 0.25 -7.414570e-11 -1.498231e-10
1 61 Hx 0.25 -3.885173e-11 -1.041631e-10
1 62 Hx 0.25 -2.056998e-11 -7.357219e-11
1 63 Hx 0.25 -1.017511e-11 -5.178520e-11
1 64 Hx 0.25 -4.959261e-12 -3.718326e-11
1 65 Hx 0.25 -2.104156e-12 -2.673995e-11
1 66 Hx 0.25 -7.118669e-13 -1.954414e-11
1 67 Hx 0.25 -7.435440e-14 -1.454877e-11
1 68 Hx 0.25 2.081813e-13 -1.096058e-11
1 69 Hx 0.25 3.098738e-13 -8.374056e-12
1 70 Hx 0.25 3.274800e-13 -6.496072e-12
1 71 Hx 0.25 3.120704e-13 -5.117199e-12
1 72 Hx 0.25 2.880831e-13 -4.090017e-12
1 73 Hx 0.25 2.655288e-13 -3.311978e-12
1 74 Hx 0.25 2.474582e-13 -2.712077e-12
1 75 Hx 0.25 2.337360e-13 -2.241416e-12
1 76 Hx 0.25 2.232633e-13 -1.866077e-12
1 77 Hx 0.25 2.148645e-13 -1.562350e-12
1 78 Hx 0.25 2.075977e-13 -1.313376e-12
1 79 Hx 0.25 2.008007e-13 -1.106931e-12
1 80 Hx 0.25 1.938453e-13 -9.433839e-13
1 81 Hx 0.25 1.864601e-13 -8.049460e-13
1 82 Hx 0.25 1.786970e-13 -6.863373e-13
1 83 Hx 0.25 1.705880e-13 -5.841984e-13
1 84 Hx 0.25 1.616551e-13 -5.029864e-13
1 85 Hx 0.25 1.525810e-13 -4.316253e-13
1 86 Hx 0.25 1.434005e-13 -3.687134e-13
1 87 Hx 0.25 1.342021e-13 -3.183633e-13
1 88 Hx 0.25 1.251623e-13 -2.739498e-13
1 89 Hx 0.25 1.162584e-13 -2.346171e-13
1 90 Hx 0.25 1.077732e-13 -2.035175e-13
1 91 Hx 0.25 9.950668e-14 -1.749148e-13
1 92 Hx 0.25 9.174471e-14 -1.514464e-13
1 93 Hx 0.25 8.441837e-14 -1.310346e-13
1 94 Hx 0.25 7.744920e-14 -1.131291e-13
1 95 Hx 0.25 7.116195e-14 -9.849318e-14
1 96 Hx 0.25 6.508835e-14 -8.488173e-14
1 97 Hx 0.25 5.972426e-14 -7.428986e-14
1 98 Hx 0.25 5.443289e-14 -6.400747e-14
1 99 Hx 0.25 5.001968e-14 -5.621248e-14
1 100 Hx 0.25 4.562089e-14 -4.845832e-14
1 101 Hx 0.25 4.206392e-14 -4.262918e-14
1 1 Hy 0.25 3.132652e-11 -1.847149e-11
1 2 Hy 0.25 3.381100e-11 -2.242064e-11
1 3 Hy 0.25 3.629700e-11 -2.638576e-11
1 4 Hy 0.25 3.889561e-11 -3.152448e-11
1 5 Hy 0.25 4.149504e-11 -3.674006e-11
1 6 Hy 0.25 4.410887e-11 -4.328761e-11
1 7 Hy 0.25 4.670218e-11 -5.011554e-11
1 8 Hy 0.25 4.919219e-11 -5.835454e-11
1 9 Hy 0.25 5.158107e-11 -6.726946e-11
1 10 Hy 0.25 5.377759e-11 -7.747025e-11
1 11 Hy 0.25 5.567385e-11 -8.900813e-11
1 12 Hy 0.25 5.736018e-11 -1.014810e-10
1 13 Hy 0.25 5.836150e-11 -1.162813e-10
1 14 Hy 0.25 5.899772e-11 -1.321328e-10
1 15 Hy 0.25 5.883379e-11 -1.501714e-10
1 16 Hy 0.25 5.767686e-11 -1.705143e-10
1 17 Hy 0.25 5.575283e-11 -1.925418e-10
1 18 Hy 0.25 5.228341e-11 -2.176919e-10
1 19 Hy 0.25 4.716683e-11 -2.458135e-10
1 20 Hy 0.25 4.051742e-11 -2.765631e-10
1 21 Hy 0.25 3.184336e-11 -3.106382e-10
1 22 Hy 0.25 1.994153e-11 -3.496302e-10
1 23 Hy 0.25 5.267876e-12 -3.926262e-10
1 24 Hy 0.25 -1.265496e-11 -4.401986e-10
1 25 Hy 0.25 -3.440104e-11 -4.930326e-10
1 26 Hy 0.25 -6.089172e-11 -5.522809e-10
1 27 Hy 0.25 -9.341486e-11 -6.196746e-10
1 28 Hy 0.25 -1.320448e-10 -6.954584e-10
1 29 Hy 0.25 -1.777393e-10 -7.812667e-10
1 30 Hy 0.25 -2.316155e-10 -8.792356e-10
1 31 Hy 0.25 -2.949933e-10 -9.922112e-10
1 32 Hy 0.25 -3.694998e-10 -1.124028e-09
1 33 Hy 0.25 -4.572529e-10 -1.279881e-09
1 34 Hy 0.25 -5.611732e-10 -1.466794e-09
1 35 Hy 0.25 -6.878041e-10 -1.698826e-09
1 36 Hy 0.25 -8.449190e-10 -1.990916e-09
1 37 Hy 0.25 -1.043014e-09 -2.359637e-09
1 38 Hy 0.25 -1.299721e-09 -2.828891e-09
1 39 Hy 0.25 -1.668675e-09 -3.465060e-09
1 40 Hy 0.25 -2.182818e-09 -4.284404e-09
1 41 Hy 0.25 -2.983670e-09 -5.400072e-09
1 42 Hy 0.25 -4.210377e-09 -6.865459e-09
1 43 Hy 0.25 -6.168700e-09 -8.803886e-09
1 44 Hy 0.25 -9.464764e-09 -1.138087e-08
1 45 Hy 0.25 -1.513914e-08 -1.475376e-08
1 46 Hy 0.25 -2.559984e-08 -1.918343e-08
1 47 Hy 0.25 -4.589650e-08 -2.498200e-08
1 48 Hy 0.25 -9.078409e-08 -3.284320e-08
1 49 Hy 0.25 -2.120981e-07 -4.439529e-08
1 50 Hy 0.25 -7.942248e-07 -6.710972e-08
1 51 Hy 0.25 -1.053932e-05 -1.536076e-07
1 52 Hy 0.25 -7.765582e-07 -6.649874e-08
1 53 Hy 0.25 -2.116912e-07 -4.484781e-08
1 54 Hy 0.25 -9.104629e-08 -3.350563e-08
1 55 Hy 0.25 -4.617409e-08 -2.562610e-08
1 56 Hy 0.25 -2.580577e-08 -1.972457e-08
1 57 Hy 0.25 -1.526176e-08 -1.517129e-08
1 58 Hy 0.25 -9.518396e-09 -1.168424e-08
1 59 Hy 0.25 -6.173864e-09 -9.013893e-09
1 60 Hy 0.25 -4.185719e-09 -7.004952e-09
1 61 Hy 0.25 -2.942261e-09 -5.488011e-09
1 62 Hy 0.25 -2.133154e-09 -4.335190e-09
1 63 Hy 0.25 -1.616691e-09 -3.490745e-09
1 64 Hy 0.25 -1.248321e-09 -2.836683e-09
1 65 Hy 0.25 -9.942028e-10 -2.355830e-09
1 66 Hy 0.25 -7.995188e-10 -1.979122e-09
1 67 Hy 0.25 -6.461878e-10 -1.681680e-09
1 68 Hy 0.25 -5.234260e-10 -1.446260e-09
1 69 Hy 0.25 -4.232672e-10 -1.257351e-09
1 70 Hy 0.25 -3.390841e-10 -1.100400e-09
1 71 Hy 0.25 -2.679122e-10 -9.681251e-10
1 72 Hy 0.25 -2.076184e-10 -8.551472e-10
1 73 Hy 0.25 -1.565768e-10 -7.574984e-10
1 74 Hy 0.25 -1.134772e-10 -6.722369e-10
1 75 Hy 0.25 -7.721626e-11 -5.971558e-10
1 76 Hy 0.25 -4.685437e-11 -5.305729e-10
1 77 Hy 0.25 -2.230454e-11 -4.722149e-10
1 78 Hy 0.25 -2.313242e-12 -4.203152e-10
1 79 Hy 0.25 1.401516e-11 -3.737008e-10
1 80 Hy 0.25 2.723933e-11 -3.316745e-10
1 81 Hy 0.25 3.782264e-11 -2.936554e-10
1 82 Hy 0.25 4.534605e-11 -2.605453e-10
1 83 Hy 0.25 5.096368e-11 -2.307478e-10
1 84 Hy 0.25 5.514379e-11 -2.035625e-10
1 85 Hy 0.25 5.778623e-11 -1.793240e-10
1 86 Hy 0.25 5.900224e-11 -1.581737e-10
1 87 Hy 0.25 5.951638e-11 -1.386857e-10
1 88 Hy 0.25 5.912762e-11 -1.214681e-10
1 89 Hy 0.25 5.802531e-11 -1.063970e-10
1 90 Hy 0.25 5.659970e-11 -9.235636e-11
1 91 Hy 0.25 5.458292e-11 -8.058898e-11
1 92 Hy 0.25 5.239363e-11 -6.973054e-11
1 93 Hy 0.25 4.995763e-11 -6.017200e-11
1 94 Hy 0.25 4.738063e-11 -5.185666e-11
1 95 Hy 0.25 4.472951e-11 -4.419485e-11
1 96 Hy 0.25 4.203106e-11 -3.789045e-11
1 97 Hy 0.25 3.932320e-11 -3.185577e-11
1 98 Hy 0.25 3.667931e-11 -2.709126e-11
1 99 Hy 0.25 3.403911e-11 -2.240004e-11
1 100 Hy 0.25 3.155308e-11 -1.882157e-11
1 101 Hy 0.25 2.906914e-11 -1.525825e-11
