iTx iRx chrec frequency/Hz Real{E/H} Imag{E/H}
1 67 Ex 0.25 1.065366e-12 3.720035e-13
1 68 Ex 0.25 9.241144e-13 3.347142e-13
1 69 Ex 0.25 8.060615e-13 3.108261e-13
1 70 Ex 0.25 6.979715e-13 2.912029e-13
1 71 Ex 0.25 6.075052e-13 2.766544e-13
1 72 Ex 0.25 5.265219e-13 2.631278e-13
1 73 Ex 0.25 4.551075e-13 2.506323e-13
1 74 Ex 0.25 3.938553e-13 2.383443e-13
1 75 Ex 0.25 3.384830e-13 2.261764e-13
1 76 Ex 0.25 2.914479e-13 2.140072e-13
1 77 Ex 0.25 2.494709e-13 2.018372e-13
1 78 Ex 0.25 2.124796e-13 1.897876e-13
1 79 Ex 0.25 1.815089e-13 1.778834e-13
1 80 Ex 0.25 1.515365e-13 1.660593e-13
1 81 Ex 0.25 1.294192e-13 1.548650e-13
1 82 Ex 0.25 1.073019e-13 1.436707e-13
1 83 Ex 0.25 8.926989e-14 1.331367e-13
1 84 Ex 0.25 7.409705e-14 1.230648e-13
1 85 Ex 0.25 5.892420e-14 1.129928e-13
1 86 Ex 0.25 4.832376e-14 1.041405e-13
1 87 Ex 0.25 3.843677e-14 9.547850e-14
1 88 Ex 0.25 2.854976e-14 8.681648e-14
1 89 Ex 0.25 2.225920e-14 7.959594e-14
1 90 Ex 0.25 1.625036e-14 7.248833e-14
1 91 Ex 0.25 1.024153e-14 6.538070e-14
1 92 Ex 0.25 6.290594e-15 5.945277e-14
1 93 Ex 0.25 2.995312e-15 5.390067e-14
1 94 Ex 0.25 -2.999689e-16 4.834858e-14
1 95 Ex 0.25 -2.988692e-15 4.328684e-14
1 96 Ex 0.25 -4.499417e-15 3.917742e-14
1 97 Ex 0.25 -6.010141e-15 3.506800e-14
1 98 Ex 0.25 -7.520866e-15 3.095858e-14
1 99 Ex 0.25 -8.329647e-15 2.765597e-14
1 100 Ex 0.25 -8.764161e-15 2.478352e-14
1 101 Ex 0.25 -9.198674e-15 2.191108e-14
1 1 Ey 0.25 -1.627776e-17 3.429802e-17
1 2 Ey 0.25 -1.607100e-17 3.890604e-17
1 3 Ey 0.25 -1.494791e-17 4.529089e-17
1 4 Ey 0.25 -1.382483e-17 5.167575e-17
1 5 Ey 0.25 -1.270174e-17 5.806060e-17
1 6 Ey 0.25 -1.050085e-17 6.584285e-17
1 7 Ey 0.25 -6.894890e-18 7.544679e-17
1 8 Ey 0.25 -3.288935e-18 8.505073e-17
1 9 Ey 0.25 3.170214e-19 9.465467e-17
1 10 Ey 0.25 7.745928e-18 1.082062e-16
1 11 Ey 0.25 1.566613e-17 1.222650e-16
1 12 Ey 0.25 2.358633e-17 1.363238e-16
1 13 Ey 0.25 3.570067e-17 1.538586e-16
1 14 Ey 0.25 5.064484e-17 1.737388e-16
1 15 Ey 0.25 6.558903e-17 1.936189e-16
1 16 Ey 0.25 8.647186e-17 2.177712e-16
1 17 Ey 0.25 1.122496e-16 2.454447e-16
1 18 Ey 0.25 1.380274e-16 2.731182e-16
1 19 Ey 0.25 1.755748e-16 3.083646e-16
1 20 Ey 0.25 2.176592e-16 3.465303e-16
1 21 Ey 0.25 2.621460e-16 3.862097e-16
1 22 Ey 0.25 3.278607e-16 4.392638e-16
1 23 Ey 0.25 3.935754e-16 4.923178e-16
1 24 Ey 0.25 4.817434e-16 5.603218e-16
1 25 Ey 0.25 5.808311e-16 6.355962e-16
1 26 Ey 0.25 6.993380e-16 7.261093e-16
1 27 Ey 0.25 8.445282e-16 8.375612e-16
1 28 Ey 0.25 1.010848e-15 9.706170e-16
1 29 Ey 0.25 1.219303e-15 1.146755e-15
1 30 Ey 0.25 1.463823e-15 1.371727e-15
1 31 Ey 0.25 1.762646e-15 1.670228e-15
1 32 Ey 0.25 2.147502e-15 2.111399e-15
1 33 Ey 0.25 2.588429e-15 2.645553e-15
1 34 Ey 0.25 3.268116e-15 3.600349e-15
1 35 Ey 0.25 4.160521e-15 4.907317e-15
1 36 Ey 0.25 5.348629e-15 6.701545e-15
1 37 Ey 0.25 7.504416e-15 9.877499e-15
1 38 Ey 0.25 1.097383e-14 1.463150e-14
1 39 Ey 0.25 1.676326e-14 2.182716e-14
1 40 Ey 0.25 2.684534e-14 3.291842e-14
1 41 Ey 0.25 4.521267e-14 5.034422e-14
1 42 Ey 0.25 8.006129e-14 7.815755e-14
1 43 Ey 0.25 1.483708e-13 1.230625e-13
1 44 Ey 0.25 2.857565e-13 1.961897e-13
1 45 Ey 0.25 5.682906e-13 3.162350e-13
1 46 Ey 0.25 1.332700e-12 5.487082e-13
1 47 Ey 0.25 3.438085e-12 9.951061e-13
1 48 Ey 0.25 1.132387e-11 2.031961e-12
1 49 Ey 0.25 5.897620e-11 5.232476e-12
1 50 Ey 0.25 7.106217e-10 2.060349e-11
1 51 Ey 0.25 -9.428105e-11 -3.498418e-12
1 52 Ey 0.25 -7.434478e-10 -1.991572e-11
1 53 Ey 0.25 -5.891820e-11 -4.757528e-12
1 54 Ey 0.25 -1.130484e-11 -1.828829e-12
1 55 Ey 0.25 -3.478439e-12 -9.045887e-13
1 56 Ey 0.25 -1.374752e-12 -5.092705e-13
1 57 Ey 0.25 -6.002411e-13 -3.020116e-13
1 58 Ey 0.25 -3.075300e-13 -1.927531e-13
1 59 Ey 0.25 -1.622781e-13 -1.245885e-13
1 60 Ey 0.25 -8.844292e-14 -8.149906e-14
1 61 Ey 0.25 -4.996015e-14 -5.395338e-14
1 62 Ey 0.25 -2.931635e-14 -3.614080e-14
1 63 Ey 0.25 -1.785903e-14 -2.446011e-14
1 64 Ey 0.25 -1.126430e-14 -1.667251e-14
1 65 Ey 0.25 -7.343731e-15 -1.139682e-14
1 66 Ey 0.25 -4.958827e-15 -7.787540e-15
1 67 Ey 0.25 -3.713633e-15 -5.692446e-15
1 68 Ey 0.25 -2.811256e-15 -4.151705e-15
1 69 Ey 0.25 -2.154608e-15 -3.012690e-15
1 70 Ey 0.25 -1.760306e-15 -2.369682e-15
1 71 Ey 0.25 -1.421879e-15 -1.839706e-15
1 72 Ey 0.25 -1.169185e-15 -1.483160e-15
1 73 Ey 0.25 -9.651561e-16 -1.217598e-15
1 74 Ey 0.25 -7.934486e-16 -1.012461e-15
1 75 Ey 0.25 -6.570696e-16 -8.604497e-16
1 76 Ey 0.25 -5.384062e-16 -7.350775e-16
1 77 Ey 0.25 -4.417540e-16 -6.350414e-16
1 78 Ey 0.25 -3.611209e-16 -5.534439e-16
1 79 Ey 0.25 -2.895586e-16 -4.803640e-16
1 80 Ey 0.25 -2.366485e-16 -4.247984e-16
1 81 Ey 0.25 -1.837383e-16 -3.692328e-16
1 82 Ey 0.25 -1.485239e-16 -3.286513e-16
1 83 Ey 0.25 -1.153122e-16 -2.897655e-16
1 84 Ey 0.25 -8.589417e-17 -2.540637e-16
1 85 Ey 0.25 -6.631758e-17 -2.266216e-16
1 86 Ey 0.25 -4.674100e-17 -1.991795e-16
1 87 Ey 0.25 -3.117063e-17 -1.754753e-16
1 88 Ey 0.25 -2.046072e-17 -1.563061e-16
1 89 Ey 0.25 -9.750814e-18 -1.371368e-16
1 90 Ey 0.25 -1.263057e-18 -1.204022e-16
1 91 Ey 0.25 3.931231e-18 -1.072761e-16
1 92 Ey 0.25 9.125519e-18 -9.415000e-17
1 93 Ey 0.25 1.394809e-17 -8.152743e-17
1 94 Ey 0.25 1.587821e-17 -7.282319e-17
1 95 Ey 0.25 1.780833e-17 -6.411896e-17
1 96 Ey 0.25 1.973845e-17 -5.541473e-17
1 97 Ey 0.25 2.064922e-17 -4.842820e-17
1 98 Ey 0.25 2.077808e-17 -4.275931e-17
1 99 Ey 0.25 2.090694e-17 -3.709042e-17
1 100 Ey 0.25 2.103580e-17 -3.142153e-17
1 101 Ey 0.25 2.057020e-17 -2.740410e-17
1 1 Hx 0.25 4.644190e-14 -3.234009e-14
1 2 Hx 0.25 5.106791e-14 -3.836186e-14
1 3 Hx 0.25 5.675376e-14 -4.762354e-14
1 4 Hx 0.25 6.243961e-14 -5.688523e-14
1 5 Hx 0.25 6.812546e-14 -6.614692e-14
1 6 Hx 0.25 7.439671e-14 -7.845744e-14
1 7 Hx 0.25 8.143109e-14 -9.474253e-14
1 8 Hx 0.25 8.846548e-14 -1.110276e-13
1 9 Hx 0.25 9.549987e-14 -1.273127e-13
1 10 Hx 0.25 1.031833e-13 -1.531565e-13
1 11 Hx 0.25 1.109501e-13 -1.802286e-13
1 12 Hx 0.25 1.187169e-13 -2.073008e-13
1 13 Hx 0.25 1.263550e-13 -2.440442e-13
1 14 Hx 0.25 1.339062e-13 -2.873128e-13
1 15 Hx 0.25 1.414574e-13 -3.305815e-13
1 16 Hx 0.25 1.480647e-13 -3.869605e-13
1 17 Hx 0.25 1.538939e-13 -4.541456e-13
1 18 Hx 0.25 1.597231e-13 -5.213308e-13
1 19 Hx 0.25 1.630917e-13 -6.140341e-13
1 20 Hx 0.25 1.655119e-13 -7.165742e-13
1 21 Hx 0.25 1.674152e-13 -8.245017e-13
1 22 Hx 0.25 1.647523e-13 -9.800332e-13
1 23 Hx 0.25 1.620894e-13 -1.135565e-12
1 24 Hx 0.25 1.555612e-13 -1.345824e-12
1 25 Hx 0.25 1.471532e-13 -1.582700e-12
1 26 Hx 0.25 1.368318e-13 -1.873936e-12
1 27 Hx 0.25 1.238812e-13 -2.239868e-12
1 28 Hx 0.25 1.102051e-13 -2.676540e-12
1 29 Hx 0.25 9.508210e-14 -3.254280e-12
1 30 Hx 0.25 7.820760e-14 -3.974193e-12
1 31 Hx 0.25 5.869577e-14 -4.908177e-12
1 32 Hx 0.25 2.153129e-14 -6.207732e-12
1 33 Hx 0.25 -2.713818e-14 -7.745546e-12
1 34 Hx 0.25 -1.863869e-13 -1.023874e-11
1 35 Hx 0.25 -4.921910e-13 -1.345720e-11
1 36 Hx 0.25 -1.006616e-12 -1.767106e-11
1 37 Hx 0.25 -2.357677e-12 -2.445470e-11
1 38 Hx 0.25 -4.947322e-12 -3.393806e-11
1 39 Hx 0.25 -9.764918e-12 -4.736860e-11
1 40 Hx 0.25 -1.870305e-11 -6.669268e-11
1 41 Hx 0.25 -3.540462e-11 -9.485553e-11
1 42 Hx 0.25 -6.676699e-11 -1.361323e-10
1 43 Hx 0.25 -1.255841e-10 -1.964803e-10
1 44 Hx 0.25 -2.352625e-10 -2.839341e-10
1 45 Hx 0.25 -4.385013e-10 -4.091172e-10
1 46 Hx 0.25 -8.927772e-10 -6.034516e-10
1 47 Hx 0.25 -1.878023e-09 -8.913413e-10
1 48 Hx 0.25 -4.466520e-09 -1.348939e-09
1 49 Hx 0.25 -1.329706e-08 -2.131813e-09
1 50 Hx 0.25 -5.623728e-08 -3.417878e-09
1 51 Hx 0.25 -7.905724e-09 2.234595e-10
1 52 Hx 0.25 5.459141e-08 3.617211e-09
1 53 Hx 0.25 1.347578e-08 2.219541e-09
1 54 Hx 0.25 4.522697e-09 1.384701e-09
1 55 Hx 0.25 1.906144e-09 9.073456e-10
1 56 Hx 0.25 9.110803e-10 6.114465e-10
1 57 Hx 0.25 4.512338e-10 4.136535e-10
1 58 Hx 0.25 2.442956e-10 2.871720e-10
1 59 Hx 0.25 1.318227e-10 1.990824e-10
1 60 Hx 0.25 7.091062e-11 1.383445e-10
1 61 Hx 0.25 3.801410e-11 9.673867e-11
1 62 Hx 0.25 2.022354e-11 6.825120e-11
1 63 Hx 0.25 1.053768e-11 4.860804e-11
1 64 Hx 0.25 5.222915e-12 3.487934e-11
1 65 Hx 0.25 2.314362e-12 2.512947e-11
1 66 Hx 0.25 7.707639e-13 1.811454e-11
1 67 Hx 0.25 1.837181e-13 1.372894e-11
1 68 Hx 0.25 -1.528332e-13 1.037408e-11
1 69 Hx 0.25 -3.129354e-13 7.770969e-12
1 70 Hx 0.25 -3.324036e-13 6.169001e-12
1 71 Hx 0.25 -3.370345e-13 4.818938e-12
1 72 Hx 0.25 -3.189000e-13 3.855385e-12
1 73 Hx 0.25 -3.001867e-13 3.118793e-12
1 74 Hx 0.25 -2.810890e-13 2.532934e-12
1 75 Hx 0.25 -2.656009e-13 2.095785e-12
1 76 Hx 0.25 -2.519229e-13 1.733208e-12
1 77 Hx 0.25 -2.401446e-13 1.448025e-12
1 78 Hx 0.25 -2.297490e-13 1.219169e-12
1 79 Hx 0.25 -2.195513e-13 1.017258e-12
1 80 Hx 0.25 -2.097606e-13 8.707552e-13
1 81 Hx 0.25 -1.999700e-13 7.242522e-13
1 82 Hx 0.25 -1.897842e-13 6.247363e-13
1 83 Hx 0.25 -1.795536e-13 5.305381e-13
1 84 Hx 0.25 -1.693193e-13 4.457976e-13
1 85 Hx 0.25 -1.590752e-13 3.855916e-13
1 86 Hx 0.25 -1.488312e-13 3.253857e-13
1 87 Hx 0.25 -1.387654e-13 2.753233e-13
1 88 Hx 0.25 -1.289159e-13 2.375676e-13
1 89 Hx 0.25 -1.190664e-13 1.998118e-13
1 90 Hx 0.25 -1.096833e-13 1.680471e-13
1 91 Hx 0.25 -1.009913e-13 1.451616e-13
1 92 Hx 0.25 -9.229938e-14 1.222761e-13
1 93 Hx 0.25 -8.378248e-14 1.004909e-13
1 94 Hx 0.25 -7.662772e-14 8.726636e-14
1 95 Hx 0.25 -6.947296e-14 7.404187e-14
1 96 Hx 0.25 -6.231819e-14 6.081737e-14
1 97 Hx 0.25 -5.623792e-14 5.096248e-14
1 98 Hx 0.25 -5.098186e-14 4.369236e-14
1 99 Hx 0.25 -4.572581e-14 3.642224e-14
1 100 Hx 0.25 -4.046976e-14 2.915212e-14
1 101 Hx 0.25 -3.641683e-14 2.461592e-14
1 1 Hy 0.25 3.216442e-11 -2.126201e-11
1 2 Hy 0.25 3.459320e-11 -2.522706e-11
1 3 Hy 0.25 3.702197e-11 -2.919212e-11
1 4 Hy 0.25 3.949081e-11 -3.402878e-11
1 5 Hy 0.25 4.203479e-11 -4.050014e-11
1 6 Hy 0.25 4.457876e-11 -4.697151e-11
1 7 Hy 0.25 4.712274e-11 -5.344288e-11
1 8 Hy 0.25 4.941610e-11 -6.219275e-11
1 9 Hy 0.25 5.158043e-11 -7.211583e-11
1 10 Hy 0.25 5.374477e-11 -8.203890e-11
1 11 Hy 0.25 5.562943e-11 -9.306123e-11
1 12 Hy 0.25 5.663630e-11 -1.075338e-10
1 13 Hy 0.25 5.764317e-11 -1.220063e-10
1 14 Hy 0.25 5.848654e-11 -1.369005e-10
1 15 Hy 0.25 5.724263e-11 -1.571771e-10
1 16 Hy 0.25 5.599873e-11 -1.774538e-10
1 17 Hy 0.25 5.425725e-11 -1.987056e-10
1 18 Hy 0.25 4.932673e-11 -2.262063e-10
1 19 Hy 0.25 4.439620e-11 -2.537071e-10
1 20 Hy 0.25 3.721548e-11 -2.848544e-10
1 21 Hy 0.25 2.681956e-11 -3.212123e-10
1 22 Hy 0.25 1.642363e-11 -3.575701e-10
1 23 Hy 0.25 -6.872278e-13 -4.035219e-10
1 24 Hy 0.25 -1.865157e-11 -4.506931e-10
1 25 Hy 0.25 -4.206029e-11 -5.051496e-10
1 26 Hy 0.25 -6.997764e-11 -5.656394e-10
1 27 Hy 0.25 -1.026458e-10 -6.324729e-10
1 28 Hy 0.25 -1.431449e-10 -7.097630e-10
1 29 Hy 0.25 -1.893327e-10 -7.951114e-10
1 30 Hy 0.25 -2.453522e-10 -8.943868e-10
1 31 Hy 0.25 -3.109651e-10 -1.008739e-09
1 32 Hy 0.25 -3.860856e-10 -1.138031e-09
1 33 Hy 0.25 -4.799737e-10 -1.300195e-09
1 34 Hy 0.25 -5.849906e-10 -1.482485e-09
1 35 Hy 0.25 -7.172115e-10 -1.715476e-09
1 36 Hy 0.25 -8.825614e-10 -2.009040e-09
1 37 Hy 0.25 -1.086411e-09 -2.368887e-09
1 38 Hy 0.25 -1.346423e-09 -2.820539e-09
1 39 Hy 0.25 -1.723863e-09 -3.437292e-09
1 40 Hy 0.25 -2.267846e-09 -4.245758e-09
1 41 Hy 0.25 -3.074601e-09 -5.302544e-09
1 42 Hy 0.25 -4.310494e-09 -6.683210e-09
1 43 Hy 0.25 -6.247050e-09 -8.471072e-09
1 44 Hy 0.25 -9.497014e-09 -1.080080e-08
1 45 Hy 0.25 -1.506590e-08 -1.376079e-08
1 46 Hy 0.25 -2.445193e-08 -1.736495e-08
1 47 Hy 0.25 -4.294654e-08 -2.178595e-08
1 48 Hy 0.25 -8.108670e-08 -2.694635e-08
1 49 Hy 0.25 -1.730469e-07 -3.270487e-08
1 50 Hy 0.25 -5.858007e-07 -4.075863e-08
1 51 Hy 0.25 -1.701090e-05 -1.212313e-07
1 52 Hy 0.25 -5.682551e-07 -4.158070e-08
1 53 Hy 0.25 -1.783112e-07 -3.505142e-08
1 54 Hy 0.25 -8.350483e-08 -2.914211e-08
1 55 Hy 0.25 -4.418955e-08 -2.360427e-08
1 56 Hy 0.25 -2.512210e-08 -1.876582e-08
1 57 Hy 0.25 -1.541176e-08 -1.478651e-08
1 58 Hy 0.25 -9.635346e-09 -1.151583e-08
1 59 Hy 0.25 -6.262705e-09 -8.950766e-09
1 60 Hy 0.25 -4.259131e-09 -6.994890e-09
1 61 Hy 0.25 -2.988092e-09 -5.495160e-09
1 62 Hy 0.25 -2.165695e-09 -4.355866e-09
1 63 Hy 0.25 -1.617418e-09 -3.490866e-09
1 64 Hy 0.25 -1.242186e-09 -2.836052e-09
1 65 Hy 0.25 -9.880927e-10 -2.360736e-09
1 66 Hy 0.25 -7.913631e-10 -1.984515e-09
1 67 Hy 0.25 -6.336957e-10 -1.679599e-09
1 68 Hy 0.25 -5.093345e-10 -1.439580e-09
1 69 Hy 0.25 -4.118168e-10 -1.253516e-09
1 70 Hy 0.25 -3.251788e-10 -1.088793e-09
1 71 Hy 0.25 -2.567117e-10 -9.587890e-10
1 72 Hy 0.25 -1.973035e-10 -8.444241e-10
1 73 Hy 0.25 -1.470363e-10 -7.458398e-10
1 74 Hy 0.25 -1.060228e-10 -6.616780e-10
1 75 Hy 0.25 -7.036346e-11 -5.858612e-10
1 76 Hy 0.25 -4.199369e-11 -5.207491e-10
1 77 Hy 0.25 -1.804633e-11 -4.621312e-10
1 78 Hy 0.25 1.754167e-12 -4.096192e-10
1 79 Hy 0.25 1.654711e-11 -3.644804e-10
1 80 Hy 0.25 3.056818e-11 -3.205619e-10
1 81 Hy 0.25 3.851635e-11 -2.862449e-10
1 82 Hy 0.25 4.646453e-11 -2.519278e-10
1 83 Hy 0.25 5.157581e-11 -2.227657e-10
1 84 Hy 0.25 5.470165e-11 -1.972113e-10
1 85 Hy 0.25 5.782750e-11 -1.716570e-10
1 86 Hy 0.25 5.824701e-11 -1.522013e-10
1 87 Hy 0.25 5.824426e-11 -1.336973e-10
1 88 Hy 0.25 5.824151e-11 -1.151933e-10
1 89 Hy 0.25 5.658262e-11 -1.018652e-10
1 90 Hy 0.25 5.479400e-11 -8.894260e-11
1 91 Hy 0.25 5.300538e-11 -7.601998e-11
1 92 Hy 0.25 5.061772e-11 -6.635368e-11
1 93 Hy 0.25 4.803919e-11 -5.772486e-11
1 94 Hy 0.25 4.546067e-11 -4.909603e-11
1 95 Hy 0.25 4.284606e-11 -4.155083e-11
1 96 Hy 0.25 4.016140e-11 -3.611013e-11
1 97 Hy 0.25 3.747673e-11 -3.066944e-11
1 98 Hy 0.25 3.479207e-11 -2.522874e-11
1 99 Hy 0.25 3.229837e-11 -2.125623e-11
1 100 Hy 0.25 2.990648e-11 -1.806654e-11
1 101 Hy 0.25 2.751460e-11 -1.487684e-11
